Timestamp,Apartment,Marvella G1403 - B Phase,Marvella G1403 - Bed and CT Lights and Fans,Marvella G1403 - Bedroom AC,Marvella G1403 - Common Toilet Geyser,Marvella G1403 - ELV DB Power,Marvella G1403 - Fridge,Marvella G1403 - Kitchen Lights,Marvella G1403 - Living Dining AC,Marvella G1403 - Living and Dining Lights and Fans,Marvella G1403 - Master Bed AC,Marvella G1403 - Master Bed Toilet Lights and Fans,Marvella G1403 - Master Toilet Geyser,Marvella G1403 - Oven,Marvella G1403 - R Phase,Marvella G1403 - Study Room AC,Marvella G1403 - Study Room Lights,Marvella G1403 - Utility Washing Machine,Marvella G1403 - Y Phase
2025-07-12 18:15:00,Marvella G1403,0.29118,-4e-05,0.0,0.0,0.00574,0.046579999999999996,0.0,0.0,0.2403,0.0,0.0033,0.0,0.0,0.00613,0.0,0.0,0.0,0.00962
2025-07-12 18:20:00,Marvella G1403,0.2929,0.0072,0.0,0.0,0.00558,0.05294,0.0,0.0,0.23587,0.0,0.00327,0.0,0.0,0.00605,0.0,0.0,0.0,0.017929999999999998
2025-07-12 18:25:00,Marvella G1403,0.29246,0.00722,0.0,0.0,0.0055899999999999995,0.047799999999999995,0.0,0.0,0.24046,0.0,0.03556,0.0,0.0,0.03821,0.0,0.0,0.0,0.01804
2025-07-12 18:30:00,Marvella G1403,0.28770999999999997,0.0,0.0,0.0,0.005679999999999999,0.046479999999999994,0.0,0.0,0.23713,0.0,0.00325,0.0,0.0,0.00592,0.0,0.0,0.0,0.009550000000000001
2025-07-12 18:35:00,Marvella G1403,0.38903,0.0,0.0,0.0,0.00561,0.04672,0.0,0.0,0.33823000000000003,0.0,0.00321,0.0,0.0,0.006030000000000001,0.0,0.0,0.0,0.009519999999999999
2025-07-12 18:40:00,Marvella G1403,0.38953,0.0,0.0,0.0,0.00553,0.04642,0.0,0.0,0.33913,0.0,0.00332,0.0,0.0,0.0060999999999999995,0.0,0.0,0.0,0.00949
2025-07-12 18:45:00,Marvella G1403,0.37262,0.0,0.0,0.0,0.00552,0.04671,0.0,0.0,0.32189,0.0,0.0033599999999999997,0.0,0.0,0.00588,0.0,0.0,0.0,0.009470000000000001
2025-07-12 18:50:00,Marvella G1403,0.38188,0.0,0.0,0.0,0.00556,0.05535,0.0,0.0,0.32245,0.0,0.0033399999999999997,0.0,0.0,0.00598,0.0,0.0,0.0,0.00956
2025-07-12 18:55:00,Marvella G1403,0.37367,0.0,0.0,0.0,0.00558,0.04832,0.0,0.0,0.32137,0.0,0.0034,0.0,0.0,0.006030000000000001,0.0,0.0,0.0,0.009439999999999999
2025-07-12 19:00:00,Marvella G1403,0.36994,0.0,0.0,0.0,0.00566,0.04625,0.0,0.0,0.3197,0.0,0.00327,0.0,0.0,0.006030000000000001,0.0,0.0,0.0,0.00966
2025-07-12 19:05:00,Marvella G1403,0.29873,0.0,0.0,0.0,0.0056500000000000005,0.0458,0.0,0.0,0.24881999999999999,0.0,0.00326,0.0,0.0,0.00595,0.0,0.0,0.0,0.009550000000000001
2025-07-12 19:10:00,Marvella G1403,0.29832,0.0,0.0,0.0,0.00553,0.04529,0.0,0.0,0.24883000000000002,0.0,0.00326,0.0,0.0,0.00595,0.0,0.0,0.0,0.00945
2025-07-12 19:15:00,Marvella G1403,0.2984,0.0,0.0,0.0,0.00551,0.0455,0.0,0.0,0.24886000000000003,0.0,0.00361,0.0,0.0,0.00635,0.0,0.0,0.0,0.00941
2025-07-12 19:20:00,Marvella G1403,0.29649000000000003,0.0,0.0,0.0,0.00552,0.04535,0.0,0.0,0.2471,0.0,0.00329,0.0,0.0,0.00601,0.0,0.0,0.0,0.009519999999999999
2025-07-12 19:25:00,Marvella G1403,0.30860000000000004,0.0,0.0,0.0,0.00552,0.0479,0.0,0.0,0.25662,0.0,0.00327,0.0,0.0,0.00605,0.0,0.0,0.0,0.009470000000000001
2025-07-12 19:30:00,Marvella G1403,0.2779,0.0,0.0,0.0,0.00544,0.04578,0.0,0.0,0.22809000000000001,0.0,0.00325,0.0,0.0,0.006030000000000001,0.0,0.0,0.0,0.00945
2025-07-12 19:35:00,Marvella G1403,0.39994999999999997,0.0,0.0,0.0,0.00638,0.14778,0.0,0.0,0.24794999999999998,0.0,0.00332,0.0,0.0,0.00608,0.0,0.0,0.0,0.0104
2025-07-12 19:40:00,Marvella G1403,0.40434,0.0,0.0,0.0,0.00549,0.14736000000000002,0.00893,0.0,0.24411000000000002,0.0,0.00321,0.0,0.0,0.00598,0.0,0.0,0.0,0.009529999999999999
2025-07-12 19:45:00,Marvella G1403,0.39126,0.0,0.0,0.0,0.00547,0.14667,0.00885,0.0,0.23159,0.0,0.00328,0.0,0.0,0.00607,0.0,0.0,0.0,0.00942
2025-07-12 19:50:00,Marvella G1403,0.39017,0.0,0.0,0.0,0.00556,0.14621,0.00876,0.0,0.23126,0.0,0.00321,0.0,0.0,0.0059900000000000005,0.0,0.0,0.0,0.00949
2025-07-12 19:55:00,Marvella G1403,0.37066000000000004,0.0,0.0,0.0,0.0055899999999999995,0.14743,0.00879,0.0,0.21036000000000002,0.0,0.00326,0.0,0.0,0.005809999999999999,0.0,0.0,0.0,0.009640000000000001
2025-07-12 20:00:00,Marvella G1403,0.40747000000000005,0.0,0.0,0.0,0.0061600000000000005,0.14981,0.00879,0.0,0.24484999999999998,0.0,0.00328,0.0,0.0,0.00608,0.0,0.0,0.0,0.01028
2025-07-12 20:05:00,Marvella G1403,0.40748,0.0,0.0,0.0,0.00545,0.14966,0.00875,0.0,0.24478999999999998,0.0,0.0033399999999999997,0.0,0.0,0.00609,0.0,0.0,0.0,0.009529999999999999
2025-07-12 20:10:00,Marvella G1403,0.25716,0.0,0.0,0.0,0.00552,0.0,0.00875,0.0,0.24414,0.0,0.0033399999999999997,0.0,0.0,0.006030000000000001,0.0,0.0,0.0,0.00948
2025-07-12 20:15:00,Marvella G1403,0.36117,0.0,0.0,0.0,0.00552,0.10417,0.00873,0.0,0.24431999999999998,0.0,0.00327,0.0,0.0,0.00613,0.0,0.0,0.0,0.00928
2025-07-12 20:20:00,Marvella G1403,0.33744999999999997,0.0,0.0,0.0,0.0056500000000000005,0.07995000000000001,0.00878,0.0,0.24503999999999998,0.0,0.00321,0.0,0.0,0.006059999999999999,0.0,0.0,0.0,0.009689999999999999
2025-07-12 20:25:00,Marvella G1403,0.33276,0.0,0.0,0.0,0.00551,0.07622,0.00875,0.0,0.24383000000000002,0.0,0.00325,0.0,0.0,0.00607,0.0,0.0,0.0,0.00962
2025-07-12 20:30:00,Marvella G1403,0.32259,0.0,0.0,0.0,0.00546,0.06620999999999999,0.0087,0.0,0.24372,0.0,0.00332,0.0,0.0,0.00609,0.0,0.0,0.0,0.00951
2025-07-12 20:35:00,Marvella G1403,0.31905,0.0,0.0,0.0,0.00545,0.06232,0.00877,0.0,0.24408000000000002,0.0,0.00319,0.0,0.0,0.006019999999999999,0.0,0.0,0.0,0.00956
2025-07-12 20:40:00,Marvella G1403,0.31726,0.0,0.0,0.0,0.00634,0.05938,0.00879,0.0,0.24517,0.0,0.0034,0.0,0.0,0.00615,0.0,0.0,0.0,0.0104
2025-07-12 20:45:00,Marvella G1403,0.38775,0.0,0.0,0.0,0.00611,0.057409999999999996,0.00879,0.0,0.31772,0.0,0.00322,0.0,0.0,0.00605,0.0,0.0,0.0,0.01018
2025-07-12 20:50:00,Marvella G1403,0.38735,0.0,0.0,0.0,0.00546,0.05561,0.00876,0.0,0.31911,0.0,0.00318,0.0,0.0,0.00598,0.0,0.0,0.0,0.00959
2025-07-12 20:55:00,Marvella G1403,0.39176,0.0,0.0,0.0,0.00558,0.0616,0.0088,0.0,0.31760000000000005,0.0,0.00326,0.0,0.0,0.00583,0.0,0.0,0.0,0.01005
2025-07-12 21:00:00,Marvella G1403,0.38639,0.0,0.0,0.0,0.00554,0.05493,0.00877,0.0,0.31877,0.0,0.00323,0.0,0.0,0.00609,0.0,0.0,0.0,0.009689999999999999
2025-07-12 21:05:00,Marvella G1403,0.38315,0.0,0.0,0.0,0.00545,0.05304,0.00877,0.0,0.31755,0.0,0.0034,0.0,0.0,0.00622,0.0,0.0,0.0,0.00954
2025-07-12 21:10:00,Marvella G1403,0.38322,0.0,0.0,0.0,0.00704,0.05188,0.0088,0.0,0.31880000000000003,0.0,0.0033,0.0,0.0,0.00608,0.0,0.0,0.0,0.01116
2025-07-12 21:15:00,Marvella G1403,0.38077999999999995,0.00746,0.0,0.0,0.00552,0.0512,0.00878,0.0,0.31701999999999997,0.0,0.00332,0.0,0.0,0.00607,0.0,0.0,0.0,0.01834
2025-07-12 21:20:00,Marvella G1403,0.38375,0.0,0.0,0.0,0.005679999999999999,0.0508,0.0088,0.0,0.32030000000000003,0.0,0.00359,0.0,0.0,0.00632,0.0,0.0,0.0,0.00974
2025-07-12 21:25:00,Marvella G1403,0.39508,0.0,0.0,0.0,0.00553,0.06053,0.00867,0.0,0.32187,0.0,0.00323,0.0,0.0,0.006030000000000001,0.0,0.0,0.0,0.00966
2025-07-12 21:30:00,Marvella G1403,0.38367,0.0,0.0,0.0,0.00552,0.051859999999999996,0.00877,0.0,0.31899,0.0,0.00328,0.0,0.0,0.00609,0.0,0.0,0.0,0.009470000000000001
2025-07-12 21:35:00,Marvella G1403,0.38133,0.0,0.0,0.0,0.00553,0.04995,0.00871,0.0,0.31864,0.0,0.0033900000000000002,0.0,0.0,0.00617,0.0,0.0,0.0,0.009550000000000001
2025-07-12 21:40:00,Marvella G1403,0.30801999999999996,0.0,0.0,0.0,0.00539,0.05003,0.00878,0.0,0.24531999999999998,0.0,0.00344,0.0,0.0,0.00622,0.0,0.0,0.0,0.009550000000000001
2025-07-12 21:45:00,Marvella G1403,0.38071,0.0,0.0,0.0,0.00539,0.049409999999999996,0.00872,0.0,0.31865,0.0,0.0032,0.0,0.0,0.00621,0.0,0.0,0.0,0.00958
2025-07-12 21:50:00,Marvella G1403,0.37526,0.0,0.0,0.0,0.005849999999999999,0.04913,0.00871,0.0,0.31344,0.0,0.00321,0.0,0.0,0.005889999999999999,0.0,0.0,0.0,0.01009
2025-07-12 21:55:00,Marvella G1403,0.37533999999999995,0.0,0.0,0.0,0.005849999999999999,0.048780000000000004,0.0087,0.0,0.31405,0.0,0.00323,0.0,0.0,0.0059900000000000005,0.0,0.0,0.0,0.009890000000000001
2025-07-12 22:00:00,Marvella G1403,0.37842000000000003,0.0,0.0,0.0,0.0054,0.05113,0.00878,0.0,0.31486000000000003,0.0,0.00322,0.0,0.0,0.006019999999999999,0.0,0.0,0.0,0.00951
2025-07-12 22:05:00,Marvella G1403,0.37711,0.0,0.0,0.0,0.00535,0.04889,0.00875,0.0,0.31566000000000005,0.0,0.0032,0.0,0.0,0.0061200000000000004,0.0,0.0,0.0,0.00958
2025-07-12 22:10:00,Marvella G1403,0.37719,0.0,0.0,0.0,0.00687,0.047990000000000005,0.00876,0.0,0.31679,0.0,0.0033,0.0,0.0,0.0060999999999999995,0.0,0.0,0.0,0.011009999999999999
2025-07-12 22:15:00,Marvella G1403,0.37473,0.0,0.0,0.0,0.0066,0.047409999999999994,0.00873,0.0,0.31477999999999995,0.0,0.00319,0.0,0.0,0.00609,0.0,0.0,0.0,0.01065
2025-07-12 22:20:00,Marvella G1403,0.37545999999999996,0.0,0.0,0.0,0.006,0.047310000000000005,0.0088,0.0,0.31549,0.0,0.00309,0.0,0.0,0.005679999999999999,0.0,0.0,0.0,0.01005
2025-07-12 22:25:00,Marvella G1403,0.37554000000000004,0.0,0.0,0.0,0.00552,0.04718,0.00876,0.0,0.31605,0.0,0.00325,0.0,0.0,0.0058,0.0,0.0,0.0,0.009550000000000001
2025-07-12 22:30:00,Marvella G1403,0.37891,0.0,0.0,0.0,0.00546,0.04981,0.00867,0.0,0.31639,0.0,0.0033399999999999997,0.0,0.0,0.00621,0.0,0.0,0.0,0.00951
2025-07-12 22:35:00,Marvella G1403,0.37694,0.0,0.0,0.0,0.00542,0.047409999999999994,0.00873,0.0,0.31695,0.0,0.04759,0.0,0.0,0.05036,0.0,0.0,0.0,0.009550000000000001
2025-07-12 22:40:00,Marvella G1403,0.29205000000000003,0.0,0.0,0.0,0.00544,0.046950000000000006,0.0,0.0,0.24101,0.0,0.09992,0.0,0.0,0.10257,0.0,0.0,0.0,0.009609999999999999
2025-07-12 22:45:00,Marvella G1403,0.17092,0.0,0.0,0.0,0.00551,0.046549999999999994,0.0,0.0,0.12104000000000001,0.0,0.082,0.0,0.0,0.08471,0.0,0.0,0.0,0.00965
2025-07-12 22:50:00,Marvella G1403,0.14189,0.0,0.0,0.0,0.00541,0.04639,0.0,0.0,0.09222,0.0,0.08122,0.0,0.0,0.08370999999999999,0.0,0.0,0.0,0.009529999999999999
2025-07-12 22:55:00,Marvella G1403,0.1417,0.0,0.0,0.0,0.00536,0.04628,0.0,0.0,0.09175,0.0,0.07837999999999999,0.0,0.0,0.08105,0.0,0.0,0.0,0.00958
2025-07-12 23:00:00,Marvella G1403,0.14507,0.0,0.0,0.0,0.00554,0.049909999999999996,0.0,0.0,0.09201999999999999,0.0,0.07256,0.0,0.0,0.07523,0.0,0.0,0.0,0.0096
2025-07-12 23:05:00,Marvella G1403,0.14295,0.0,0.0,0.0,0.00532,0.046939999999999996,0.0,0.0,0.09240000000000001,0.0,0.037950000000000005,0.0,0.0,0.04075,0.0,0.0,0.0,0.00942
2025-07-12 23:10:00,Marvella G1403,0.14137,0.0,0.0,0.0,0.00534,0.046130000000000004,0.0,0.0,0.09148,0.0,0.03707,0.0,0.0,0.03978,0.0,0.0,0.0,0.009470000000000001
2025-07-12 23:15:00,Marvella G1403,0.14148,0.0,0.0,0.0,0.00542,0.045810000000000003,0.0,0.0,0.09187000000000001,0.0,0.03543,0.0,0.0,0.03811,0.0,0.0,0.0,0.009460000000000001
2025-07-12 23:20:00,Marvella G1403,0.14092,0.0,0.0,0.0,0.00542,0.045810000000000003,0.0,0.0,0.09178,0.0,0.03741,0.0,0.0,0.04011,0.0,0.0,0.0,0.009460000000000001
2025-07-12 23:25:00,Marvella G1403,0.1406,0.0,0.0,0.0,0.00554,0.04562,0.0,0.0,0.0915,0.0,0.03732,0.0,0.0,0.040159999999999994,0.0,0.0,0.0,0.009470000000000001
2025-07-12 23:30:00,Marvella G1403,0.14734999999999998,0.0,0.0,0.0,0.00536,0.05205,0.0,0.0,0.09178,0.0,0.0364,0.0,0.0,0.03922,0.0,0.0,0.0,0.00941
2025-07-12 23:35:00,Marvella G1403,0.14046,0.0,0.0,0.0,0.00545,0.04684000000000001,0.0,0.0,0.09065999999999999,0.0,0.037939999999999995,0.0,0.0,0.04069,0.0,0.0,0.0,0.00934
2025-07-12 23:40:00,Marvella G1403,0.13957,0.0,0.0,0.0,0.0054800000000000005,0.045829999999999996,0.0,0.0,0.09014,0.0,0.036899999999999995,0.0,0.0,0.039549999999999995,0.0,0.0,0.0,0.00942
2025-07-12 23:45:00,Marvella G1403,0.13886,0.0,0.0,0.0,0.00534,0.045689999999999995,0.0,0.0,0.09018000000000001,0.0,0.036840000000000005,0.0,0.0,0.03958,0.0,0.0,0.0,0.00906
2025-07-12 23:50:00,Marvella G1403,0.13984,0.0,0.0,0.0,0.00541,0.04546,0.0,0.0,0.09119,0.0,0.0381,0.0,0.0,0.04075,0.0,0.0,0.0,0.009439999999999999
2025-07-12 23:55:00,Marvella G1403,0.13924,0.0,0.0,0.0,0.00541,0.04553,0.0,0.0,0.09021,0.0,0.03581,0.0,0.0,0.038520000000000006,0.0,0.0,0.0,0.00929
2025-07-13 00:00:00,Marvella G1403,0.14772,0.0,0.0,0.0,0.0068,0.05373,0.0,0.0,0.09056,0.0,0.03599,0.0,0.0,0.038700000000000005,0.0,0.0,0.0,0.01074
2025-07-13 00:05:00,Marvella G1403,0.14052,0.0,0.0,0.0,0.0054800000000000005,0.04684000000000001,0.0,0.0,0.09065999999999999,0.0,0.03668,0.0,0.0,0.039409999999999994,0.0,0.0,0.0,0.009349999999999999
2025-07-13 00:10:00,Marvella G1403,0.12672,0.0,0.0,0.0,0.00531,0.04561,0.0,0.0,0.07803,0.0,0.03681,0.0,0.0,0.039549999999999995,0.0,0.0,0.0,0.0094
2025-07-13 00:15:00,Marvella G1403,0.12639,0.0,0.0,0.0,0.0054,0.04516,0.0,0.0,0.07792,0.0,0.03545,0.0,0.0,0.038090000000000006,0.0,0.0,0.0,0.009439999999999999
2025-07-13 00:20:00,Marvella G1403,0.12606,0.0,0.0,0.0,0.00544,0.04523,0.0,0.0,0.07773999999999999,0.0,0.03625,0.0,0.0,0.039,0.0,0.0,0.0,0.00939
2025-07-13 00:25:00,Marvella G1403,0.12612,0.0,0.0,0.0,0.00546,0.04506,0.0,0.0,0.07768000000000001,0.0,0.03686,0.0,0.0,0.03954,0.0,0.0,0.0,0.00939
2025-07-13 00:30:00,Marvella G1403,0.12604,0.0,0.0,0.0,0.0061600000000000005,0.044969999999999996,0.0,0.0,0.07776000000000001,0.0,0.03557,0.0,0.0,0.03824,0.0,0.0,0.0,0.01008
2025-07-13 00:35:00,Marvella G1403,0.12822,0.0,0.0,0.0,0.00536,0.047170000000000004,0.0,0.0,0.07759999999999999,0.0,0.0366,0.0,0.0,0.03932,0.0,0.0,0.0,0.00924
2025-07-13 00:40:00,Marvella G1403,0.12663,0.0,0.0,0.0,0.00546,0.045340000000000005,0.0,0.0,0.07797,0.0,0.037840000000000006,0.0,0.0,0.04047,0.0,0.0,0.0,0.009380000000000001
2025-07-13 00:45:00,Marvella G1403,0.12658,0.0,0.0,0.0,0.0054,0.044969999999999996,0.0,0.0,0.07822,0.0,0.03599,0.0,0.0,0.039479999999999994,0.0,0.0,0.0,0.00932
2025-07-13 00:50:00,Marvella G1403,0.12632,0.0,0.0,0.0,0.0054,0.04469,0.0,0.0,0.07815000000000001,0.0,0.03592,0.0,0.0,0.038380000000000004,0.0,0.0,0.0,0.00932
2025-07-13 00:55:00,Marvella G1403,0.1261,0.0,0.0,0.0,0.00546,0.04474,0.0,0.0,0.07797,0.0,0.0366,0.0,0.0,0.03933,0.0,0.0,0.0,0.009349999999999999
2025-07-13 01:00:00,Marvella G1403,0.12607,0.0,0.0,0.0,0.00542,0.04466,0.0,0.0,0.07806,0.0,0.038729999999999994,0.0,0.0,0.041530000000000004,0.0,0.0,0.0,0.00931
2025-07-13 01:05:00,Marvella G1403,0.11168,0.0,0.0,0.0,0.00536,0.04765,0.0,0.0,0.06056,0.0,0.03786,0.0,0.0,0.040420000000000005,0.0,0.0,0.0,0.00942
2025-07-13 01:10:00,Marvella G1403,0.10951000000000001,0.0,0.0,0.0,0.00541,0.04553,0.0,0.0,0.05982,0.0,0.03538,0.0,0.0,0.03814,0.0,0.0,0.0,0.00928
2025-07-13 01:15:00,Marvella G1403,0.10884,0.0,0.0,0.0,0.00545,0.04473,0.0,0.0,0.06007,0.0,0.037399999999999996,0.0,0.0,0.04027,0.0,0.0,0.0,0.009380000000000001
2025-07-13 01:20:00,Marvella G1403,0.10861,0.0,0.0,0.0,0.0054800000000000005,0.04453,0.0,0.0,0.05995,0.0,0.03639,0.0,0.0,0.039049999999999994,0.0,0.0,0.0,0.00951
2025-07-13 01:25:00,Marvella G1403,0.1077,0.0,0.0,0.0,0.00544,0.04456,0.0,0.0,0.05922,0.0,0.03544,0.0,0.0,0.03822,0.0,0.0,0.0,0.009349999999999999
2025-07-13 01:30:00,Marvella G1403,0.10787000000000001,0.0,0.0,0.0,0.00556,0.04439,0.0,0.0,0.05951,0.0,0.03698,0.0,0.0,0.039700000000000006,0.0,0.0,0.0,0.00956
2025-07-13 01:35:00,Marvella G1403,0.11195000000000001,0.0,0.0,0.0,0.00547,0.04872,0.0,0.0,0.05915,0.0,0.037,0.0,0.0,0.039670000000000004,0.0,0.0,0.0,0.009349999999999999
2025-07-13 01:40:00,Marvella G1403,0.10864,0.0,0.0,0.0,0.00551,0.04555,0.0,0.0,0.059,0.0,0.036469999999999995,0.0,0.0,0.039229999999999994,0.0,0.0,0.0,0.00934
2025-07-13 01:45:00,Marvella G1403,0.1077,0.0,0.0,0.0,0.0055899999999999995,0.04475,0.0,0.0,0.059179999999999996,0.0,0.03626,0.0,0.0,0.03897,0.0,0.0,0.0,0.00948
2025-07-13 01:50:00,Marvella G1403,0.10779000000000001,0.0,0.0,0.0,0.00554,0.04449,0.0,0.0,0.0596,0.0,0.035590000000000004,0.0,0.0,0.03829,0.0,0.0,0.0,0.00949
2025-07-13 01:55:00,Marvella G1403,0.10795,0.0,0.0,0.0,0.00539,0.04467,0.0,0.0,0.05952,0.0,0.035859999999999996,0.0,0.0,0.03864,0.0,0.0,0.0,0.00907
2025-07-13 02:00:00,Marvella G1403,0.10779999999999999,0.0,0.0,0.0,0.00544,0.044289999999999996,0.0,0.0,0.05947,0.0,0.03814,0.0,0.0,0.04088,0.0,0.0,0.0,0.00941
2025-07-13 02:05:00,Marvella G1403,0.11427,0.0,0.0,0.0,0.00545,0.05096,0.0,0.0,0.05946,0.0,0.03591,0.0,0.0,0.038579999999999996,0.0,0.0,0.0,0.009349999999999999
2025-07-13 02:10:00,Marvella G1403,0.10909,0.0,0.0,0.0,0.00534,0.045649999999999996,0.0,0.0,0.05966,0.0,0.036520000000000004,0.0,0.0,0.039229999999999994,0.0,0.0,0.0,0.00936
2025-07-13 02:15:00,Marvella G1403,0.21483000000000002,0.0,0.0,0.0,0.00542,0.15125,0.0,0.0,0.059609999999999996,0.0,0.037079999999999995,0.0,0.0,0.039909999999999994,0.0,0.0,0.0,0.009470000000000001
2025-07-13 02:20:00,Marvella G1403,0.21471,0.0,0.0,0.0,0.00544,0.15127000000000002,0.0,0.0,0.05971,0.0,0.0364,0.0,0.0,0.03917,0.0,0.0,0.0,0.009519999999999999
2025-07-13 02:25:00,Marvella G1403,0.21456,0.0,0.0,0.0,0.00539,0.15098,0.0,0.0,0.05953,0.0,0.03625,0.0,0.0,0.039060000000000004,0.0,0.0,0.0,0.009380000000000001
2025-07-13 02:30:00,Marvella G1403,0.21542,0.0,0.0,0.0,0.00533,0.15141,0.0,0.0,0.059770000000000004,0.0,0.03612,0.0,0.0,0.03889,0.0,0.0,0.0,0.00945
2025-07-13 02:35:00,Marvella G1403,0.21491,0.0,0.0,0.0,0.0054800000000000005,0.15168,0.0,0.0,0.05942,0.0,0.03685,0.0,0.0,0.03946,0.0,0.0,0.0,0.00949
2025-07-13 02:40:00,Marvella G1403,0.21549000000000001,0.0,0.0,0.0,0.0054,0.152,0.0,0.0,0.05974,0.0,0.036840000000000005,0.0,0.0,0.03968,0.0,0.0,0.0,0.00942
2025-07-13 02:45:00,Marvella G1403,0.06456,0.0,0.0,0.0,0.00541,0.0,0.0,0.0,0.06006,0.0,0.036719999999999996,0.0,0.0,0.039409999999999994,0.0,0.0,0.0,0.009349999999999999
2025-07-13 02:50:00,Marvella G1403,0.0644,0.0,0.0,0.0,0.00528,0.0,0.0,0.0,0.05992,0.0,0.036539999999999996,0.0,0.0,0.039229999999999994,0.0,0.0,0.0,0.00941
2025-07-13 02:55:00,Marvella G1403,0.15953,0.0,0.0,0.0,0.00538,0.09573999999999999,0.0,0.0,0.05975,0.0,0.0355,0.0,0.0,0.03822,0.0,0.0,0.0,0.009349999999999999
2025-07-13 03:00:00,Marvella G1403,0.13831,0.0,0.0,0.0,0.0054,0.07458,0.0,0.0,0.059770000000000004,0.0,0.0375,0.0,0.0,0.04027,0.0,0.0,0.0,0.009439999999999999
2025-07-13 03:05:00,Marvella G1403,0.13291,0.0,0.0,0.0,0.00549,0.06904,0.0,0.0,0.059840000000000004,0.0,0.03572,0.0,0.0,0.03849,0.0,0.0,0.0,0.00956
2025-07-13 03:10:00,Marvella G1403,0.13041,0.0,0.0,0.0,0.00536,0.06695000000000001,0.0,0.0,0.05973,0.0,0.03668,0.0,0.0,0.03947,0.0,0.0,0.0,0.00951
2025-07-13 03:15:00,Marvella G1403,0.12561,0.0,0.0,0.0,0.00544,0.061840000000000006,0.0,0.0,0.060039999999999996,0.0,0.036539999999999996,0.0,0.0,0.039380000000000005,0.0,0.0,0.0,0.00951
2025-07-13 03:20:00,Marvella G1403,0.12369,0.0,0.0,0.0,0.00533,0.05895,0.0,0.0,0.06053,0.0,0.03673,0.0,0.0,0.03947,0.0,0.0,0.0,0.00934
2025-07-13 03:25:00,Marvella G1403,0.12057999999999999,0.0,0.0,0.0,0.00542,0.056850000000000005,0.0,0.0,0.05986,0.0,0.037200000000000004,0.0,0.0,0.039869999999999996,0.0,0.0,0.0,0.009439999999999999
2025-07-13 03:30:00,Marvella G1403,0.11952,0.0,0.0,0.0,0.00536,0.05535,0.0,0.0,0.060270000000000004,0.0,0.03687,0.0,0.0,0.039729999999999994,0.0,0.0,0.0,0.00942
